20
1,4,1
0,4,2
1,4,3
2,4,3
0,4,4
2,4,2
2,5,3
0,3,4
0,5,2
0,2,3
3,5,3
4,5,3
1,2,3
1,2,4
0,6,2
4,5,2
2,5,2
2,2,3
0,7,2
4,6,2
4,6,1
4,7,1
4,6,3
3,2,4
5,5,3
0,3,3
0,7,3
2,5,1
1,1,4
5,6,2
0,8,2
3,7,1
1,1,1
2,7,2
6,5,3
6,5,4
1,1,3
3,1,4
0,9,2
0,6,3
3,0,1
4,7,2
3,0,3
5,7,3
7,5,3
1,3,3
0,1,4
4,0,3
6,7,4
7,5,4
0,9,3
7,5,2
7,4,3
7,4,4
5,5,4
4,5,4
4,4,4
0,10,2
1,9,2
3,2,2
8,5,3
9,5,2
0,11,2
7,3,1
1,7,2
9,6,2
1,9,3
7,6,2
7,3,4
2,8,3
7,2,1
0,11,3
4,3,4
9,5,3
6,7,2
7,2,3
5,0,3
4,3,3
0,12,2
6,0,3
8,2,4
7,3,3
8,4,3
7,7,2
10,5,3
8,2,3
9,7,2
9,8,3
9,2,3
7,2,4
0,13,3
10,2,3
2,9,3
6,0,2
9,4,3
11,2,4
11,2,3
11,1,1
10,1,4
10,0,3
10,8,2
10,9,2
0,13,2
12,2,4
7,8,2
3,9,2
11,5,2
10,8,4
10,10,1
10,4,4
9,10,2
9,6,1
10,9,3
1,13,2
12,1,3
0,14,2
12,2,2
6,1,1
13,1,4
6,8,2
11,9,3
12,9,2
3,9,3
8,1,4
10,10,3
0,15,2
12,3,3
11,6,2
12,9,3
1,14,3
4,8,3
13,0,3
11,2,2
7,9,3
12,3,2
11,6,3
6,9,2
7,8,3
12,4,2
11,7,3
4,9,3
13,1,3
13,9,4
14,1,2
2,14,3
14,0,3
8,9,2
13,3,2
13,9,2
13,8,3
12,10,2
11,5,4
10,0,1
13,1,2
12,11,2
6,10,2
1,11,3
3,14,2
14,1,3
3,14,4
15,0,3
0,16,3
9,2,2
8,1,3
11,0,3
3,15,1
13,10,3
3,13,3
2,11,2
13,4,2
8,6,2
12,6,3
14,8,2
16,0,2
14,9,3
13,6,3
10,9,1
3,10,2
14,6,3
11,7,2
4,13,3
14,8,4
16,0,3
12,12,2
15,6,4
17,0,3
6,11,2
0,16,2
1,14,2
5,9,2
12,12,3
4,0,2
3,10,1
14,2,3
5,13,2
13,4,3
2,14,4
14,4,4
1,13,4
16,1,2
5,14,2
13,12,4
15,9,2
15,2,2
4,13,4
6,12,1
0,17,2
2,15,2
15,9,3
2,16,3
3,16,2
16,2,2
15,6,3
3,16,3
18,0,2
4,16,2
5,13,3
6,10,3
18,1,3
4,17,3
18,0,3
15,10,2
10,10,2
18,1,2
14,8,3
13,6,2
12,13,1
16,3,2
12,11,1
15,11,2
13,11,3
5,14,3
16,9,4
5,15,2
5,17,3
16,2,3
13,12,2
3,17,1
5,17,2
15,12,2
15,13,2
6,17,2
5,10,2
15,13,3
16,13,3
2,17,2
2,18,2
10,11,2
13,5,3
0,18,2
18,2,2
18,3,2
12,9,4
14,7,3
15,14,1
5,15,3
15,7,3
16,7,3
5,3,4
6,18,2
15,13,1
6,15,2
5,18,2
15,11,3
2,19,1
17,13,3
18,13,4
15,14,2
16,11,4
13,13,2
16,8,3
6,19,3
16,10,3
3,10,3
4,12,1
14,14,2
17,8,3
6,15,3
4,16,4
7,15,2
17,0,2
15,5,4
15,15,2
5,19,1
15,14,3
11,13,1
7,16,3
9,11,2
13,14,1
16,11,3
8,16,3
2,18,3
2,18,1
14,15,2
9,16,3
18,8,3
10,16,4
9,6,3
9,12,1
19,8,2
17,13,2
6,17,3
9,16,4
18,13,2
19,8,4
7,10,2
16,6,3
9,15,4
17,6,3
14,16,1
17,10,4
4,13,2
19,9,2
17,10,3
14,13,4
6,13,3
9,15,1
13,16,1
18,6,4
18,4,1
7,11,3
11,13,2
15,16,2
19,1,2
19,2,2
15,17,3
7,11,2
18,3,1
15,17,2
17,11,3
18,12,3
1,18,4
10,13,1
17,9,3
3,18,3
17,6,4
10,16,2
10,12,3
3,18,2
8,12,2
16,4,2
18,14,3
16,17,4
12,16,4
19,14,2
7,15,4
12,16,2
18,6,3
19,14,4
5,11,1
19,12,4
7,17,3
13,16,2
7,19,4
16,16,3
19,7,1
12,17,2
17,16,3
10,17,2
10,15,3
13,17,3
7,19,3
16,13,4
10,16,3
18,4,3
16,17,3
18,16,3
12,18,2
19,16,2
17,17,2
15,18,3
13,16,4
10,18,1
15,18,1
12,19,1
12,18,1
15,15,3
17,18,3
14,18,2
16,15,3
14,19,1
16,18,2
18,18,2
8,13,2
10,15,4
9,18,2
18,18,3
14,18,1
9,19,3
17,11,2
10,17,1
16,19,3
8,19,4
10,17,3
18,19,3
18,5,3
19,17,1
14,19,3
18,14,2
